title,url
Diseño y programación de un Entrenador linguodidáctico electrónico para la enseñanza del ruso a distancia,http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S2308-30422021000300406〈=pt
Synthesis of simulation and implementation code for OpenMAX multimedia heterogeneous systems from UML/MARTE models,http://link.springer.com/10.1007/s11042-016-3448-5
Visual programming and automatic evaluation of exercises: An experience with a STEM course,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006761843&doi=10.1109%2fFIE.2016.7757621&partnerID=40&md5=ea16d5b6efc8fee56e59c579067e7575
Collection and Analysis of Source Code Metrics for Composition of Programming Learning Profiles,https://ieeexplore.ieee.org/document/8820815/
Didactic Framework for Teaching C Programming Language: A Proposal Based on Cooperative and Competitive Learning Techniques,https://ieeexplore.ieee.org/document/8658825/
Neural Probabilistic Logic Programming in Discrete-Continuous Domains,https://arxiv.org/abs/2303.04660
Teaching Programming in the 21st Century,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136522986&doi=10.1080%2f08874417.2022.2108934&partnerID=40&md5=f45d810ac65659f27729c784570eff33
Improving teaching and learning in systems programming courses using participatory action research,http://ieeexplore.ieee.org/document/7786000/
Game theoretic analysis for MIMO radars with multiple targets,http://ieeexplore.ieee.org/document/7855581/
Dataset of Program Source Codes Solving Unique Programming Exercises Generated by Digital Teaching Assistant,https://www.mdpi.com/2306-5729/8/6/109
Dynamic Flowcharts for Enhancing Learners’ Understanding of the Control Flow During Programming Learning,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115838651&doi=10.1007%2f978-3-030-86062-2_42&partnerID=40&md5=1ec87e622a07e6075597a18465859f6f
Dynamic Flowcharts for Enhancing Learners’ Understanding of the Control Flow During Programming Learning,https://link.springer.com/10.1007/978-3-030-86062-2_42
Novice Reflections During the Transition to a New Programming Language,https://dl.acm.org/doi/10.1145/3478431.3499314
Chapter 14 - Educational Foundations of Instructional Design Applied to Simulation-Based Education,https://www.sciencedirect.com/science/article/pii/B9780128156575000140
An Interior Point Algorithm for Parameter Estimation of a Geared PMDC Motor Using Current and Speed Step Responses,https://ieeexplore.ieee.org/document/10298231/
Dynamic Programming Structure Learning Algorithm of Bayesian Network Integrating MWST and Improved MMPC,https://www.hindawi.com/journals/mpe/2021/9199951/
Software engineering research in Brazil from the perspective of young researchers: a panorama of the last decade,https://journal-bcs.springeropen.com/articles/10.1186/s13173-015-0033-0
Automatic Source Code Generation from Owl Pseudocode,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091514084&doi=10.1007%2f978-3-030-49932-7_67&partnerID=40&md5=0b376c93e5358835ecc5872327df2689
PasOnto: Ontology for Learning Pascal Programming Language,https://ieeexplore.ieee.org/document/8725092/
Integrating micro-learning content in traditional e-learning platforms,https://link.springer.com/10.1007/s11042-020-09523-z
Internet of Things as a mean to motivate freshmen students in the 'Facultad de Informática' of the National University of la Plata (UNLP),https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078918555&doi=10.1109%2fSCCC49216.2019.8966415&partnerID=40&md5=6276ab2978f3ab9c6fe363620803010c
Video Games Platforms: A Gateway to New Trends for Initial Programming Education,https://ieeexplore.ieee.org/document/10000326/
Evaluating Aspects of Usability in Video Game-Based Programming Learning Platforms,https://www.sciencedirect.com/science/article/pii/S1877050921001812
GenCodeSearchNet: A Benchmark Test Suite for Evaluating Generalization in Programming Language Understanding,https://arxiv.org/abs/2311.09707
Design and Development of a Text Programming Teaching System for Primary school Students,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148616508&doi=10.1145%2f3572549.3572589&partnerID=40&md5=badeff6b60a4c248199bf34fefb5acc5
An Edge-Directed Diffusion Equation-Based Image Restoration Approach for Font Generation,https://ieeexplore.ieee.org/document/10354331/
RECT: A Cloud-Based Learning Tool for Graduate Software Engineering Practice Courses With Remote Tutor Support,http://ieeexplore.ieee.org/document/7842546/
Factors contributing to dropping out of adults’ programming e-learning,https://www.sciencedirect.com/science/article/pii/S2405844023093210
Database (Lecture) Streams on the Cloud: Experience Report on Teaching an Undergrad Database Lecture During a Pandemic,http://link.springer.com/10.1007/s13222-021-00365-z
Towards a 3D Virtual Game for Learning Object-Oriented Programming Fundamentals and C++ Language - Theoretical Considerations and Empirical Results,http://www.scitepress.org/DigitalLibrary/Link.aspx?doi=10.5220/0005475802890294
"Which visual programming language best suits each school level? A look at Alice, iVProg, and Scratch",https://ieeexplore.ieee.org/document/8875788/
How to start teaching programming at primary school,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053877546&doi=10.15388%2fioi.2018.02&partnerID=40&md5=aec869f3f2c6231b08da1e91d13567e2
A New Generation Distance Learning System for Programming and Olympiads in Informatics,https://ioinformatics.org/journal/v11_2017_29_39.pdf
How to Start Teaching Programming at Primary School,https://ioinformatics.org/page/ioi-journal-index/44#volume12
Recording multimodal pair-programming dialogue for reference resolution by conversational agents,https://dl.acm.org/doi/10.1145/3577190.3614231
Incomplete and Inconsistent Information Analysis Method Considering Time Factors: Dynamic Paraconsistent Soft Sets and Their Application to Decision Making,https://ieeexplore.ieee.org/document/9026899/
In search of a measure to address different sources of cognitive load in computer-based learning environments,https://link.springer.com/10.1007/s10639-022-11035-2
Enseñanza de la programación en la Escuela Secundaria de Adultos a partir de un Recorrido de Estudio e Investigación,http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1850-66662020000200001〈=pt
On the Usefulness of Animated Structograms in Teaching Algorithms and Programming,http://link.springer.com/10.1007/978-3-030-11434-3_8
Structural Analysis for Simple Games Source Codes Applied to Programming Learning,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937562211&doi=10.1109%2fSBGAMES.2014.20&partnerID=40&md5=e70cf961fa4805e5442a605be5163ed8
A semantic analyzer for simple games source codes to programming learning,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938392154&partnerID=40&md5=369ce03f8d01a0721e867815d10b4c0a
A New Hybrid Algorithm for Cold Chain Logistics Distribution Center Location Problem,https://ieeexplore.ieee.org/document/9079803/
Attracting Adults to Computer Programming via Hip Hop,https://doi.org/10.1145/3545945.3569800
LaTeX as an inclusive accessibility instrument for highschool mathematical education,https://doi.org/10.1145/3430263.3452444
Characterization of Programmable Charge-Trap Transistors (CTTs) in Standard 28-nm CMOS for Nonvolatile Memory and Analog Arithmetic Applications,https://ieeexplore.ieee.org/document/9490647/
Hierarchical quotient space-based concept cognition for knowledge graphs,https://www.sciencedirect.com/science/article/pii/S0020025522002419
Effects of a preliminary programming course on students' performance,https://dl.acm.org/doi/10.1145/3209087.3209088
A Multi-Paradigm Programming Language for Education,https://dl.acm.org/doi/10.1145/3593663.3593666
Caracterización del aprendizaje de algoritmos mediante minería de datos en el nivel superior,http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-78902021000800019〈=pt
Analysis of the relation between computational thinking skills and various variables with the structural equation model,https://www.sciencedirect.com/science/article/pii/S0360131517302087
Presentation of Historical Clothing Digital Replicas in Motion,https://ieeexplore.ieee.org/document/10401907/
Use of the Alice visual environment in teaching and learning object-oriented programming,https://dl.acm.org/doi/10.1145/2815782.2815815
Development of an Undergraduate Quantum Engineering Degree,https://ieeexplore.ieee.org/document/9729599/
Developing Computational Thinking through a Virtual Robotics Programming Curriculum,https://doi.org/10.1145/3104982
A Study of Keystroke Data in Two Contexts: Written Language and Programming Language Influence Predictability of Learning Outcomes,https://dl.acm.org/doi/10.1145/3328778.3366863
Engagement and Sustainability in a Data Structures Course in C for Non-Specialists,https://doi.org/10.1145/2910925.2910936
Simplifying the creation and maintenance of automated assessments of programming tasks via Test Specific Language,https://doi.org/10.1145/3578837.3578840
K-2 students' computational thinking engagement in formal and informal learning settings: A case study (fundamental),https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051218399&partnerID=40&md5=1272583a4ddda08f7c040f27cae13fd6
"Practical Active Learning Stations to Transform Existing Learning Environments Into Flexible, Active Learning Classrooms",https://ieeexplore.ieee.org/document/9159874/
A reproducible educational plan to teach mini autonomous race car programming,http://journals.sagepub.com/doi/10.1177/0020720920907879
Designing e-assessment activities appropriate to learner's competency levels: Hybrid pedagogical framework and authoring tool,https://link.springer.com/10.1007/s10639-021-10607-y
Developing an exercise management system for e-learning,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84974849141&doi=10.1109%2fICDIPC.2016.7470798&partnerID=40&md5=7604ed80516c39acab93e6a2a143560c
A Matching Game-Based Laboratory Learning System for Resources Management in Remote Laboratories,https://ieeexplore.ieee.org/document/10015748/
A computer science and robotics integration model for primary school: evaluation of a large-scale in-service K-4 teacher-training program,https://link.springer.com/10.1007/s10639-020-10355-5
The W 5 Framework for Computation Offloading in the Internet of Things,https://ieeexplore.ieee.org/document/8345635/
Office Madness: Design and Pilot Evaluation of a Serious Game for Learning the C++ Programming Language,http://link.springer.com/10.1007/978-3-030-63464-3_36
Optimal Design and Control of SSSCs for TLs Considering Technical and Economic Indices Using GA and SAMPE-JAYA Algorithms,https://ieeexplore.ieee.org/document/9369292/
Digitally Supported Introductory University Teaching in Computer Science Considering Heterogeneous Groups,https://doi.org/10.1145/3501709.3544296
Implementing dynamicity in research designs for collaborative digital writing,https://link.springer.com/10.1007/s10639-020-10365-3
Models as the subject of education,https://link.springer.com/10.1007/s10270-020-00818-1
The effects of teaching programming with scratch on pre-service information technology teachers' motivation and achievement,https://www.sciencedirect.com/science/article/pii/S0747563217304843
"""Manos que hablan"": tool for teaching – learning the Mexican Sign Language for children with or without hearing disabilities",https://ieeexplore.ieee.org/document/9407862/
Design of a Web tool for teaching – learning of states and capitals of México through the Mexican sign language,https://ieeexplore.ieee.org/document/9707128/
A review on effective approach to teaching computer programming to undergraduates in developing countries,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131924632&doi=10.1016%2fj.sciaf.2022.e01240&partnerID=40&md5=c6fd27da194c0563a0c4486eaacd71e9
FastMPJ: a scalable and efficient Java message-passing library,http://link.springer.com/10.1007/s10586-014-0345-4
The Effect of Gamification-Based Programming E-Learning Platform on Students' Achievement,https://doi.org/10.1145/3626641.3626675
The Impact of SRA-Programming on Computational Thinking in a Visual Oriented Programming Environment,https://link.springer.com/10.1007/s10639-021-10578-0
The effect on computational thinking and identified learning aspects: Comparing unplugged smartGames with SRA-Programming with tangible or On-screen output,https://link.springer.com/10.1007/s10639-023-11956-6
The Teaching Innovation and Research of Python Programming in Financial and Economic Universities,https://ieeexplore.ieee.org/document/9201735/
Programming to Learn: Logic and Computation from a Programming Perspective,https://dl.acm.org/doi/10.1145/3502718.3524814
Session details: Special Track - Information Systems Education,
A systems interpretation of the software evolution laws and their impact on technical debt management and software maintainability,https://link.springer.com/10.1007/s11219-022-09600-6
"Visualizing and gamifying consumption data for resource saving: challenges, lessons learnt and a research agenda for the future",https://energyinformatics.springeropen.com/articles/10.1186/s42162-019-0093-z
Towards the Implementation of a Digital Escape Room in a Higher Education (Java) Programming Course,https://link.springer.com/10.1007/978-3-031-26876-2_90
Voices from the field: supporting the educational needs of cytotechnologists,https://www.sciencedirect.com/science/article/pii/S2213294518300632
Chapter 2 - The Production of Human Capital in Developed Countries: Evidence From 196 Randomized Field Experimentsa,https://www.sciencedirect.com/science/article/pii/S2214658X16300083
Development of ACM International College Student Programming Competition System Based on Web,https://link.springer.com/10.1007/978-981-19-4132-0_151
Real-time learning analytics for C programming language courses,https://dl.acm.org/doi/10.1145/3027385.3027407
Mini Programming Worlds: Teaching MDSD via the Hamster Simulator,https://ieeexplore.ieee.org/document/9643756/
"Towards Assessment of Practicality of Introductory Programming Course Using Vocabulary of Textbooks, Assignments, and Actual Projects",https://ieeexplore.ieee.org/document/10229340/
Practices of fill-in-blank problem s in Java programming course,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959476864&doi=10.1109%2fICCE-TW.2015.7216810&partnerID=40&md5=ffdf7997ab09ff83f8a74f29a71bf5cc
Analysis of fill-in-blank problem solution results in Java programming course,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010289629&doi=10.1109%2fGCCE.2016.7800486&partnerID=40&md5=5fe23d2c978256b50171f3de62ed936a
Correlation analysis of fill-in-blank problem solutions to final programming results in Java programming course,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964957404&doi=10.1109%2fGCCE.2015.7398542&partnerID=40&md5=dc9de183fc34703ce1bd79f449cc7727
File access extension of test code generation tool for Java programming learning assistant system,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045743315&doi=10.1109%2fGCCE.2017.8229400&partnerID=40&md5=4036edd9cf5d7e3cce41e299e7a0d85c
Offline answering function for fill-in-blank problems in Java Programming Learning Assistant System,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983516303&doi=10.1109%2fICCE-TW.2016.7521045&partnerID=40&md5=707c6ad8d4a83781105f0b8a42460e41
Toward personalized learning in JPLAS: Generating and scoring functions for debugging questions,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010304104&doi=10.1109%2fGCCE.2016.7800392&partnerID=40&md5=b628713354c267728284eeba050c17ea
A proposal of Javadoc hint function for Java Programming Learning Assistant System,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946688680&doi=10.1109%2fGCCE.2014.7031127&partnerID=40&md5=649bc2a2451133dc2540e4390460d8fe
An operator fill-in-blank problem for algorithm understanding in Java programming learning assistant system,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964920989&doi=10.1109%2fGCCE.2015.7398539&partnerID=40&md5=9adf1ea3ad5719dbb4992b5cb35b2e1f
Analysis of fill-in-blank problem solutions and extensions of blank element selection algorithm for Java programming learning assistant system,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013499972&partnerID=40&md5=34cc4ab6c8032d0852070b73e1e9ac18
An offline answering function for code writing problem in Java Programming Learning Assistant System,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028505363&doi=10.1109%2fICCE-China.2017.7991085&partnerID=40&md5=4d2e65aabd90c1f44ba599229e842ef0
A graph-based blank element selection algorithm for fill-in-blank problems in Java programming learning assistant system,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019712640&partnerID=40&md5=6398de55297f0bce9f8d487f0a5453be
On Teaching Java and Object Oriented Programming by Using Children Board Games,https://ieeexplore.ieee.org/document/8725264/
Investigating the effect of Automated Feedback on learning behavior in MOOCs for programming,https://zenodo.org/record/6853125
An Introduction to Programming Languages: Simultaneous Learning in Multiple Coding Environments,https://link.springer.com/10.1007/978-3-031-23277-0
A low-level approach to improve programming learning,https://link.springer.com/10.1007/s10209-020-00775-y
Designing a Virtual Laboratory for Teaching Programming,https://doi.org/10.1145/3134302.3134321
Identifying problem solving strategies of programming novices in a serious game,https://ieeexplore.ieee.org/document/9499940/
Support for learning while debugging in a distributed visual programming language,http://ieeexplore.ieee.org/document/8103477/
A New Teaching Pattern Based on PBL and Visual Programming in Computational Thinking Course,https://ieeexplore.ieee.org/document/8845503/
Q-Learning-Based Task Offloading and Resources Optimization for a Collaborative Computing System,https://ieeexplore.ieee.org/document/9165739/
Multi-view Genetic Programming Learning to Obtain Interpretable Rule-Based Classifiers for Semi-supervised Contexts. Lessons Learnt,https://www.atlantis-press.com/article/125940875
Applying Eye Tracking to Identify Students' Use of Learning Strategies in Understanding Program Code,https://doi.org/10.1145/3345120.3345144
Students perceptions of programming in primary school,https://doi.org/10.1145/3361721.3362112
Didactic Methods of Integrating Programming in Mathematics in Primary School: Findings from a Swedish National Project,https://doi.org/10.1145/3328778.3366839
Algorithm for adaptive learning process and improving learners’ skills in Java programming language,https://onlinelibrary.wiley.com/doi/10.1002/cae.22043
dPASP: A Comprehensive Differentiable Probabilistic Answer Set Programming Environment For Neurosymbolic Learning and Reasoning,https://arxiv.org/abs/2308.02944
Deep Reinforcement Learning Acceleration for Real-Time Edge Computing Mixed Integer Programming Problems,https://ieeexplore.ieee.org/document/9696340/
Evaluation as a Continuous Improvement Process in the Learning of Programming Languages,http://link.springer.com/10.1007/978-3-319-94120-2_50
A framework for teaching robotic control using a novel visual programming language,http://ieeexplore.ieee.org/document/7870095/
Evolving a Programming CS2 Course: A Decade-Long Experience Report,https://dl.acm.org/doi/10.1145/3545945.3569831
A practical parallel programming course based on problems of the Spanish parallel programming contest,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978492559&doi=10.1016%2fj.procs.2016.05.518&partnerID=40&md5=407a9f1dbb4f27bf7aa2d079015633ae
A Practical Parallel Programming Course based on Problems of the Spanish Parallel Programming Contest,https://www.sciencedirect.com/science/article/pii/S1877050916310067
Programming language masterly challenges at the college of business education: students' creativity and innovation,https://doi.org/10.1145/3415088.3415108
The effect of locus of control on learners' sense of community and academic success in the context of online learning communities,https://www.sciencedirect.com/science/article/pii/S1096751615000433
Programming as a language for young children to express and explore mathematics in school,https://bera-journals.onlinelibrary.wiley.com/doi/10.1111/bjet.13080
Using TOST in teaching operating systems and concurrent programming concepts,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096882217&doi=10.25046%2faj050610&partnerID=40&md5=144c2b71832c4601c0683522c817b11f
Application of Web Services in Teaching of IT-Discipline,https://www.sciencedirect.com/science/article/pii/S1877042815061182
Design for future: managed software evolution: The DFG priority programme for long-living software systems,http://link.springer.com/10.1007/s00450-014-0273-9
Types of assessing student-programming knowledge,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006789919&doi=10.1109%2fFIE.2016.7757726&partnerID=40&md5=8f91c60fef7e7761fb0c8c765d4fc598
Software Quality as a Subsidy for Teaching Programming,https://ieeexplore.ieee.org/document/9637475/
Text-based Programming in Elementary School: A Comparative Study of Programming Abilities in Children with and without Block-based Experience,https://dl.acm.org/doi/10.1145/3304221.3319734
A replicated quasi-experimental study on the influence of personality and team climate in software development,http://link.springer.com/10.1007/s10664-013-9265-9
An Empirical Study on the Impact of an IDE Tool Support in the Pair and Solo Programming,http://ieeexplore.ieee.org/document/7919168/
A Data-Driven Smart Evaluation Framework for Teaching Effect Based on Fuzzy Comprehensive Analysis,https://ieeexplore.ieee.org/document/10061209/
Analysis and Prediction of Programming Language Occupancy Based on AdaBoost,https://ieeexplore.ieee.org/document/10175118/
Design and analysis of collaborative interactions in social educational videogames,https://www.sciencedirect.com/science/article/pii/S0747563213002318
Potentializing the problem-solving competence in programming courses through a practice-based learning + tutoring strategy,https://ieeexplore.ieee.org/document/9125154/
Impact of intensive programming training on the development of Computational Thinking in prospective teachers,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179751438&doi=10.5944%2fried.27.1.37672&partnerID=40&md5=6d64a6beaa528274f37a880127335f53
Protocol Specification Extraction Based on Contiguous Sequential Pattern Algorithm,https://ieeexplore.ieee.org/document/8667834/
Programming learning style diagnosis scheme using PSO-based fuzzy knowledge fusion,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896981086&doi=10.2478%2fcait-2014-0007&partnerID=40&md5=67be7cf49fc10e88b290fec4cc629aac
Case Teaching of Programming Course Integrating Professional Characteristics Under the Idea of OBE,https://link.springer.com/10.1007/978-981-99-2449-3_28
Diversified Teaching Evaluation of Python Programming Based on OBE Concept,https://ieeexplore.ieee.org/document/9569421/
Programming teaching methodological foundation improvement,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088499214&doi=10.1088%2f1742-6596%2f1560%2f1%2f012078&partnerID=40&md5=c88b1966248e935188b9ab6ba1a455aa
Software engineering methods in other engineering disciplines,http://link.springer.com/10.1007/s10270-018-0674-5
Are There Differences in Learning Gains When Programming a Tangible Object or a Simulation?,https://doi.org/10.1145/3304221.3319747
Project-oriented approach in teaching programming to the first year undergraduate students in Electrical Engineering,https://ieeexplore.ieee.org/document/10187591/
